Mean_X,Std Dev_X,Energy_X,Entropy_X,Peaks_X,Mean_Y,Std Dev_Y,Energy_Y,Entropy_Y,Peaks_Y,Mean_Z,Std Dev_Z,Energy_Z,Entropy_Z,Peaks_Z,Mean_Mixed,Std Dev_Mixed,Energy_Mixed,Entropy_Mixed,Peaks_Mixed,category
1.1727186756814534,0.9535478068524348,228.452251224515,2.865349632369167,29,1.9316311161479163,1.361600708241816,558.5155257555459,3.218824953044101,31,0.9352073753296872,0.6585080500040162,130.8245686791134,3.3024402980987304,32,1.4433528107437084,2.654876951046956,913.1638961482145,0.6135067899927894,36,1
0.9615540030492733,0.620614364258138,130.97482899036146,3.262340567686017,30,2.0246263930423614,1.1438028688360389,540.7397034161276,3.117875453063345,25,1.2068069721633874,0.7901567810256138,208.0730806662922,2.971698694714445,32,1.5115963319751144,2.5452132347273095,876.3033881071675,0.7815836057394691,32,1
0.871182133215449,0.7147327525367375,126.98012167825615,3.27158413285677,31,1.549626077378406,0.9657153045734133,333.39470291785074,3.179097128480097,32,0.8670078284639218,0.6741843537692607,120.62271174850007,2.883429252044967,33,1.233369904548409,2.0709355660712307,580.9975440264521,0.7037806602458587,39,1
1.0103426790587937,0.9933889511460768,200.76139373868037,2.7252673653429937,36,1.5964988197802643,1.1948442739927911,397.6461320653137,3.012131130218471,32,0.9561937172082735,0.7648324115294527,149.9275042554534,3.154978859432817,30,1.3390480609028794,2.385435111500819,748.3350380588687,0.5602947363974881,30,1
1.163038074961616,1.001360108971566,235.53796316499677,3.581002537082484,31,1.715882995208394,1.5936115931646504,548.3852363114105,3.008219010926893,33,1.1432884219955397,1.0119659124131142,233.11834237551574,3.2730215642184195,35,1.3716952150906596,2.879039357491658,1017.0415385088595,0.6411014539027912,34,1
1.1351151668935544,1.2949736685240971,296.54432442825396,2.5787790020471686,28,1.5696149626929516,1.271356027935744,408.00372808781475,2.8048644836794776,35,1.1180090985903355,0.933956888354456,212.22198138355128,3.25256393992616,33,1.3433946483355124,2.7134832080985567,916.770030180933,0.5600404493536321,28,1
1.164355705245984,1.1974950990342175,278.97187205498426,2.2037084967135896,33,1.5921602292504822,1.250302309980185,409.82300619487336,3.602677455303045,32,1.267196522724037,0.8850260058176589,238.90580581774486,3.8658442319328,30,1.4178739360896833,2.695670690732482,927.700697151659,0.5602715891050175,29,1
1.131093393867011,1.2713041476391953,289.5586501454213,2.2317041362259222,33,1.4903846747981577,1.3219326993570952,396.87525405027475,2.9762065721911717,40,0.9996924096828603,0.9953071054534341,199.00211481436168,2.416442192569887,28,1.4428325574105179,2.6024208469107974,885.4360053159689,0.6869759353104544,27,1
0.16860279045435,0.11688281543014929,4.208849349187179,-28.14351047283067,32,0.4455304479136685,0.2441939114917174,25.812804642777873,-3.477622136589007,30,0.13432502714393602,0.07217659772515123,2.3252674176397448,-74.04377373052759,35,0.3119500645011376,0.47555900902826725,32.34692138102114,-2.008982837582298,30,2
0.18516283595869332,0.1286347394881959,5.083217202346201,-23.290625221802674,35,0.47679468372821104,0.2951722816112781,31.445984626309258,-0.004771676809575298,33,0.15795654233318826,0.08032944912249075,3.140308966217913,-57.5425513329676,34,0.31051953161002344,0.5479714646190242,39.669510554802685,-0.8304903239594837,30,2
