mean,std_dev,energy,entropy,num_peaks,lbp_0,lbp_1,ClassLabel
0.09458059925,0.0581528959036181,0.0493089962258646,1.0973303432146695,0.0,2,3,1
0.0939704,0.0518509234963248,0.0460758173743269,1.1781196830512544,1.0,0,3,1
0.03983090475,0.020651806888976,0.0080519924039325,1.2173459405839742,1.0,0,3,1
0.07755031475,0.0505047680634414,0.0342591316598643,1.1157876180837607,1.0,0,3,1
0.09362693025,0.0518051787164377,0.0457991144395216,1.1784716892826848,1.0,0,3,1
0.13854557075,0.0747158766198947,0.0991093495740903,1.1942269238979746,1.0,0,3,1
0.05258096775,0.0317125767371729,0.0150817827713505,1.1804055115293797,0.0,3,1,1
0.11779931725,0.068187060290925,0.0741046173427376,1.143888777220579,0.0,2,3,1
0.2277299705,0.1315294783156476,0.2766437725196691,1.1641005196686482,0.0,2,3,1
0.05004697775,0.0302571933255803,0.0136807909194021,1.135151801391184,0.0,3,1,1
0.070933514,0.0528122197500588,0.0312827758532667,1.068019740114855,0.0,3,1,1
0.09741153875,0.0267638705272673,0.0408212505889723,1.3512424789566655,1.0,0,3,1
0.3560262162499999,0.2580527000194975,0.7733834505785782,1.0857297444481868,1.0,0,3,1
0.11095451975,0.0632759569726683,0.0652590087350404,1.1578196832115442,0.0,2,3,1
0.145540633,0.0835493150149969,0.1126502555740635,1.15231846088417,0.0,2,3,1
0.3325352675,0.1500343599080989,0.5323600531373182,1.281238701449761,0.0,2,3,1
0.10629462375,0.0654601892382741,0.0623343336530588,1.1770627998246743,0.0,3,1,1
0.064535567,0.0271209141309981,0.0196015335652498,1.2918032003559667,0.0,1,1,1
0.0414653942499999,0.0191728741766502,0.0083479120980063,1.259726676586804,1.0,0,3,1
0.1102274655,0.0987464641179111,0.0876038333053743,0.8906163223885661,1.0,0,3,1
0.08718122125,0.0584689971165318,0.0440767558498178,1.1089491094095143,0.0,3,1,1
0.0740743449999999,0.0616689556187745,0.0371602746971576,0.9632688250629704,0.0,1,1,1
0.10538771775,0.0520043992340325,0.0552441143689852,1.2340152184506117,1.0,0,3,1
0.1614897105,0.0962154411848512,0.1413453508790774,1.1513238947699025,0.0,3,1,1
0.1531801675,0.0843911950421672,0.1223441500638927,1.1991965554385886,1.0,0,3,1
0.1444159844999999,0.0863266097178862,0.1132330404979539,1.1149072752080935,0.0,2,3,1
0.06417231125,0.0392277007149118,0.0226275921381823,1.1555406067864975,0.0,1,1,1
0.2870373365,0.1530360980322039,0.4232419193837463,1.2276428129606691,0.0,2,3,1
0.11784123725,0.068716054842399,0.0744338135588575,1.176278748989061,0.0,3,1,1
0.2220033125,0.177560073401844,0.3232522017097635,0.9832586810623524,0.0,3,1,1
0.0512565922499999,0.0301583604216215,0.0141470598096127,1.201155685507275,0.0,3,1,1
0.2022727799999999,0.0946188045978358,0.1994679828498074,1.2651411388224436,0.0,2,3,1
0.1859817435,0.0978608617297419,0.1766638286951498,1.2325388101143808,1.0,0,3,1
0.20319005125,0.0828698717382634,0.1926144502755754,1.298208023384383,1.0,0,3,1
0.158676327,0.0723052796488212,0.1216249208612206,1.2719676642392352,0.0,3,1,1
0.183943725,0.0824025669665224,0.1625019080381914,1.2832461096146093,0.0,2,3,1
0.129271939,0.0646572998255553,0.0835672025342059,1.229922544121265,0.0,3,1,1
0.13943408225,0.0845141757392235,0.1063380367751205,1.1277748461302963,0.0,3,1,1
0.11412663125,0.0378275870367953,0.0578232572059992,1.331809504575826,0.0,2,3,1
0.2031584235,0.0672278469304376,0.1831717137676308,1.3308098599173388,1.0,0,3,1
0.0905859,0.0380443183820343,0.0386127017598544,1.2913771652624155,0.0,3,1,1
0.3087167345,0.1684280677480183,0.4946961446626982,1.1854211770562717,0.0,2,3,1
0.1034622642499999,0.0523009097206606,0.0537593011253821,1.2491400162513009,0.0,1,1,1
0.1196638027499999,0.1083443854826996,0.1042317262168589,0.8702173800545799,0.0,2,3,1
0.1047091375,0.0358729617442506,0.0490034914411934,1.3267124890970985,0.0,3,1,1
0.09227782475,0.0622237198085155,0.0495479529896014,1.108214375313069,1.0,0,3,1
0.0611839874999999,0.0368116845973865,0.0203943217971905,1.1830209125133275,0.0,3,1,1
0.0857145035,0.0481247576222352,0.0386518736258016,1.1722170307642583,0.0,2,3,1
0.145676975,0.0643033705632988,0.1014268180438062,1.2864958379391356,0.0,3,1,1
0.1246656675,0.0439048490172004,0.0698766576817749,1.3249615778969202,0.0,3,1,1
0.0909948635,0.0382361994919422,0.0389682885398849,1.296359878952891,0.0,3,1,1
0.20866465375,0.0979046325973049,0.2125050192344826,1.2532777001554238,1.0,0,3,1
0.1395272135,0.0816145562619719,0.1045151164036526,1.1343697983730163,1.0,0,3,1
0.06457013125,0.0338809635885926,0.021268886173335,1.2350202787903444,0.0,3,1,1
0.07102933875,0.0354995257535082,0.0252215331679449,1.250925374660281,1.0,0,3,1
0.0265627464999999,0.0207524206043205,0.0045449698502475,1.0318961892209453,0.0,3,1,1
0.17700254875,0.1091599858844869,0.17298321912919,1.1032782519749866,0.0,3,1,1
0.051854624,0.0144361871569981,0.011589222119253,1.3501357134047862,0.0,2,3,1
0.17610696525,0.1157699813292185,0.1776654071461292,1.1094475049380694,0.0,3,1,1
0.2105653284999999,0.1678303326028735,0.2900191124316162,1.0108861846152668,0.0,3,1,1
0.10471857,0.0515734167806724,0.0545031848851114,1.257019448792553,1.0,0,3,1
0.10760067125,0.0449648296406239,0.0543989614322436,1.2950143692347025,1.0,0,3,1
0.15804606575,0.103632440350526,0.1428729663682346,1.1273218570005223,0.0,3,1,1
0.00645279175,0.002334679813857,0.0001883570048083,1.3208400791645944,1.0,0,3,2
0.0497851355,0.0350485756984804,0.0148278495009818,1.074487636678931,1.0,0,3,2
0.0667556444999999,0.0446362865537551,0.0257948565996772,1.1405263295975152,1.0,0,3,2
0.04044126175,0.0298352023183843,0.0101025397972437,1.0420349877107231,1.0,0,3,2
0.03023281025,0.0174470682940631,0.0048736920306808,1.1836144438881675,1.0,0,3,2
0.0516467532499999,0.0392234644951523,0.0168234691530754,1.0531814466212843,1.0,0,3,2
0.12672509675,0.0910425982861699,0.0973920193959751,1.0481572702761843,1.0,0,3,2
0.051894144,0.0342406716571921,0.0154617031081135,1.1099695674486525,0.0,2,3,2
0.0109765885,0.0071449163127241,0.0006861412968566,1.1461442674867546,0.0,3,1,2
0.0677084577499999,0.0503004044310585,0.0284582637472463,1.0685240274333898,1.0,0,3,2
0.065954684,0.045312924296912,0.0256131257995101,1.0695391712899824,1.0,0,3,2
0.067017343,0.0499941732656614,0.0279629664931865,1.0578039520805835,1.0,0,3,2
0.07900225875,0.0588003484514048,0.0387953514624343,1.0634237175748558,1.0,0,3,2
0.06305133325,0.0364021136282933,0.0212023380048389,1.20721580127568,1.0,0,3,2
0.038443002,0.0196390201118482,0.0074542220549023,1.224954810274676,1.0,0,3,2
