Mean_X,Std Dev_X,Energy_X,Entropy_X,Peaks_X,Mean_Y,Std Dev_Y,Energy_Y,Entropy_Y,Peaks_Y,Mean_Z,Std Dev_Z,Energy_Z,Entropy_Z,Peaks_Z,Mean_Mixed,Std Dev_Mixed,Energy_Mixed,Entropy_Mixed,Peaks_Mixed,category
0.02596680574,0.1496492536341062,2.2845225122451502,-10.26919359419391,17,0.0191151434299999,0.2367416950367933,5.585155257555459,-1.251264950627529,20,-0.0038452772299999,0.1148898053997116,1.3082456867911345,-17.827970182326215,20,0.2684377645699999,0.1394707027904112,9.131638961482146,-18.530757771072835,27,1
0.02413223204,0.1495471368407379,2.2723067299122186,-10.310648837655334,16,0.0203318793299999,0.2374471925099649,5.623074285564539,-1.2048765775713952,20,-0.0055982450999999,0.1161410626402739,1.3385199315099603,-17.687143398988667,20,0.26970716667,0.1390233202756899,9.187616449783144,-18.42500312697953,26,1
0.02100060404,0.1501474540698802,2.2759840754074987,-9.99213075882762,16,0.0213838202299999,0.2379613531278602,5.651661729424672,-1.1719294701597085,20,-0.0066863493599999,0.1168183431970856,1.3554767322002943,-17.593952604552108,19,0.27078750887,0.138689775716835,9.23683803095225,-18.255959753962397,27,1
0.01999153078,0.1499301291902707,2.265391450554884,-10.067565401076608,16,0.0257237249899999,0.2435067302936375,5.936428244867651,-0.909256157047424,20,-0.00844725172,0.1178854440614357,1.3829364203967311,-17.495940672669416,19,0.27496767987,0.1413409496352283,9.53847163764411,-17.97904533783253,27,1
0.01937034548,0.1499815540560223,2.264473217550351,-10.036758683907534,17,0.0292068487899999,0.246330962058818,6.092519345637656,-0.7724316614596753,21,-0.00968931715,0.1183689461485301,1.396497820502377,-17.42294816351698,18,0.27848961647,0.1404019935801997,9.707205908488922,-18.06385283727201,27,1
0.01980529726,0.1499024755132213,2.263829444289898,-10.067565401076608,17,0.03185592709,0.2462929346158472,6.106840763603254,-0.8957863802542478,21,-0.00987673323,0.1183408966108493,1.3962071991849725,-17.42294816351698,18,0.27898388037,0.1398914580461056,9.720592934022516,-18.06385283727201,27,1
0.02076347292,0.1503436623156408,2.280830643819422,-9.952724406028866,17,0.0329660040099999,0.2464291529029843,6.120681154686491,-0.9092561570474244,20,-0.0093419889599999,0.1183024812418067,1.394279505501711,-17.42294816351698,18,0.28018068653,0.1385124843072843,9.749506833030807,-18.376715651085775,26,1
0.02267297685,0.1520637366826162,2.340621009298188,-9.600835512579492,17,0.0271875006099999,0.2449788971531354,6.015367363928158,-0.9092561570474244,20,-0.00635866686,0.1187271201936466,1.399560042301831,-17.371226454790623,18,0.27965596543,0.1381156759460224,9.709263954319178,-18.32346275078256,26,1
0.02311777055,0.1522645482888584,2.348707905415645,-9.513646983639156,17,0.02044891421,0.246781704229702,6.07103555394589,-0.8319177827024946,20,-0.0037501768599999,0.1201674603453931,1.430988016708431,-17.323232227382718,18,0.28092519323,0.1389917004216625,9.804447004955696,-18.300542301411397,26,1
0.02068448965,0.1525785595379341,2.3475262774445147,-9.5476061574806,17,0.0194627387099999,0.2482296372195187,6.1380571464286255,-0.6777752548366567,20,-0.0033097700599999,0.120769012786627,1.4450257482811997,-17.323232227382718,18,0.28193626763,0.1398237995403944,9.884324697386829,-18.376715651085775,25,1
0.01867708145,0.1533404922041139,2.362700685539588,-9.51226242922433,17,0.01975311331,0.2477770107658217,6.116969807884337,-0.6777752548366567,20,-0.00409666576,0.1195098142537253,1.4156552416279484,-17.7007812193406,18,0.28151987173,0.1393961521100495,9.84904125297328,-18.376715651085775,26,1
0.01841255127,0.1533663257186028,2.36250396100507,-9.512262429224332,16,0.0218121342599999,0.2471283267836946,6.093745500089574,-0.8208245220613006,20,-0.0048684553099999,0.1191629735300255,1.4081517975017854,-17.883015488311926,18,0.28018112741,0.1409910936076607,9.818116774865596,-17.620987600890107,26,1
0.01855857788,0.1533741772421315,2.363282267518179,-9.512262429224332,16,0.02698730516,0.2471034531749344,6.117783004506623,-0.7208794220354244,20,-0.0060824064199999,0.1188479415293515,1.402058054156457,-18.07945676728483,17,0.28052934041,0.1409623399864387,9.836838831237747,-17.683849624608943,26,1
