X,Y,Z,Mixed,ClassLabel
-0.24592018,-0.08470154,0.10063934,0.2788895,1.0
-0.23513794,-0.13388062,-0.06681061,0.27870688,1.0
-0.04794693,0.09068298,-0.11682892,0.15547125,1.0
-0.011875153,0.09275818,-0.06752777,0.11534773,1.0
-0.02552414,-0.037490845,-0.003009796,0.04545442,1.0
0.001363754,-0.09362793,0.011837006,0.09438307,1.0
0.026037216,-0.0370636,-0.019927979,0.04948506,1.0
0.037578583,-0.027648926,-0.06414032,0.07931326,1.0
0.010829926,0.03302002,-0.06846237,0.07677699,1.0
-0.06724167,0.12506104,-0.03427887,0.14607103,1.0
-0.028736115,0.052490234,-0.011363983,0.06091083,1.0
-0.021251678,-0.1027832,-0.103248596,0.14722872,1.0
-0.021202087,-0.08004761,0.004962921,0.082956485,1.0
-0.017347336,-0.039215088,-0.01964569,0.047166795,1.0
0.029937744,-0.010009766,0.06503677,0.07229278,1.0
0.10507202,0.15252686,-0.026184082,0.18705662,1.0
0.110759735,0.02796936,-0.09159851,0.14642504,1.0
-0.069919586,-0.09107971,0.031261444,0.11900227,1.0
-0.020009995,0.06552124,0.21008301,0.22097127,1.0
-0.031499863,-0.10432434,0.029052734,0.112782404,1.0
-0.026277542,-0.08885193,0.028648376,0.09698404,1.0
0.003002167,-0.08869934,-0.08489609,0.12281666,1.0
-0.014293671,-0.027374268,0.054073334,0.062270258,1.0
-0.2733822,-0.6060028,0.13317871,0.67802197,1.0
-0.15178967,-0.3378601,-0.012649536,0.37060702,1.0
0.1897068,-0.2026062,0.062149048,0.28443006,1.0
0.1465187,-0.39398193,0.25040436,0.48927686,1.0
0.09204292,-0.3080902,0.22286224,0.39122763,1.0
0.085437775,-0.14639282,0.078250885,0.18669137,1.0
0.063713074,0.01637268,-0.026191711,0.07080555,1.0
0.041200638,0.1251831,-0.10018921,0.16554812,1.0
-0.004896164,0.14807129,-0.045021057,0.15484177,1.0
-0.11036873,0.062438965,-0.07768631,0.14871128,1.0
-0.1312294,0.28201294,-0.18841934,0.36366785,1.0
-0.039150238,-0.055786133,-0.13544846,0.15162823,1.0
-0.039470673,0.03253174,-0.12284088,0.13306439,1.0
-0.23251343,0.14111328,-0.107997894,0.29264143,1.0
-0.092653275,0.14710999,-0.02142334,0.17517117,1.0
-0.029165268,-0.007675171,0.025314331,0.039374314,1.0
-0.0706768,-0.15737915,0.00761795,0.17268886,1.0
0.023591995,-0.001419067,0.06978989,0.07368327,1.0
0.092983246,-0.16798401,0.1514206,0.24452548,1.0
0.12152672,-0.12635803,0.114723206,0.20951493,1.0
0.09241295,0.15151978,-0.004535675,0.17753582,1.0
0.008588791,0.26065063,-0.013160706,0.26112396,1.0
-0.04821968,0.096954346,0.012065887,0.10895351,1.0
-0.09250641,-0.10733032,0.080207825,0.16282055,1.0
-0.09833717,0.001159668,-0.006099701,0.098533,1.0
-0.010868073,0.08140564,-0.11388016,0.14040542,1.0
0.10821533,0.16404724,-0.053779602,0.20375058,1.0
0.046993256,0.04272461,-0.003578186,0.06361259,1.0
0.010108948,0.08529663,-0.004089356,0.08599087,1.0
0.034072876,0.21954346,-0.09912491,0.24328181,1.0
0.090257645,0.23942566,-0.092609406,0.27211687,1.0
0.024147034,0.13290405,-0.006790161,0.1352504,1.0
-0.027896881,-0.082458496,0.09726715,0.13053176,1.0
-0.04662323,-0.34500122,0.19780731,0.40040892,1.0
-0.031463623,-0.39059448,0.15534592,0.4215286,1.0
-0.14601326,-0.3205719,0.094963074,0.3648345,1.0
-0.098903656,-0.039123535,-0.014266968,0.10731324,1.0
-0.14656925,-0.11026001,0.033008575,0.1863582,1.0
-0.110889435,-0.2507782,0.06933594,0.28283146,1.0
-0.2140131,-0.4630127,0.14730835,0.5309257,1.0
-0.36246777,-0.70726013,0.09896088,0.8008702,1.0
-0.5498457,-0.55067444,-0.20162964,0.80388254,1.0
0.057723045,0.4411621,-0.29610443,0.5344472,1.0
0.36389828,0.87223816,-0.3116989,0.99517715,1.0
0.15900898,0.20588684,-0.014137268,0.2605247,1.0
0.21962261,-0.56895447,0.48527527,0.7793814,1.0
0.12624264,-0.5079193,0.37348175,0.642968,1.0
0.0945425,-0.12763977,0.12019348,0.19919002,1.0
0.027706146,0.026519775,-0.031654358,0.049728535,1.0
0.040140152,0.34513855,-0.24974442,0.4279067,1.0
0.08529091,0.21368408,-0.12265015,0.26072684,1.0
0.070999146,0.28572083,-0.13681793,0.32464814,1.0
0.014592171,0.054153442,-0.048187256,0.07394281,1.0
0.040063858,0.14933777,-0.14868927,0.21451196,1.0
0.1739521,-0.020645142,0.018352509,0.17613168,1.0
0.1685791,-0.21252441,0.09215164,0.28649166,1.0
0.034749985,-0.096466064,0.054496765,0.11611701,1.0
0.003890991,0.021560669,0.13453674,0.13630898,1.0
-0.08208275,-0.19013977,0.1601944,0.2618262,1.0
-0.05878067,-0.04978943,0.15560913,0.17363282,1.0
0.11498642,0.117874146,0.022491455,0.16619885,1.0
0.22642899,0.015228272,0.13845825,0.26584333,1.0
0.21316147,-0.005905151,0.17918015,0.27852866,1.0
0.12889099,0.20933533,0.02716446,0.24732989,1.0
0.17583847,0.16026306,0.003620148,0.23794226,1.0
0.15315056,0.02017212,-0.06637955,0.16813165,1.0
0.07467079,0.2805481,-0.18779373,0.3457592,1.0
0.11279869,0.37205505,-0.18392944,0.43009132,1.0
0.124456406,0.17182922,-0.06329727,0.22140737,1.0
0.20870018,-0.2008667,0.02878189,0.2910869,1.0
0.025520325,-0.3181305,0.14992142,0.3526113,1.0
-0.05117035,-0.15078735,0.09436035,0.18509215,1.0
-0.018795013,-0.14787292,-0.043891907,0.15539032,1.0
0.033107758,-0.030151367,0.066352844,0.08004954,1.0
0.084344864,-0.09051514,0.052207947,0.13428596,1.0
0.031507492,-0.02960205,-0.017814636,0.04675858,1.0
-0.015111923,0.10218811,-0.052764893,0.11599532,1.0
-0.11712265,-0.09567261,-0.02639389,0.15351743,1.0
-0.20964432,0.06401062,-0.11865616,0.24925366,1.0
-0.099500656,0.046279907,-0.07497406,0.13290343,1.0
-0.003364563,-0.03215027,-0.06698227,0.07437462,1.0
0.09108925,0.054611206,-0.089897156,0.1391443,1.0
0.078617096,0.045806885,-0.09208679,0.12945616,1.0
0.027896881,0.08468628,-0.053527832,0.10399631,1.0
-0.035972595,-0.004150391,-0.031147003,0.04776389,1.0
-0.056692123,-0.1414032,-0.01821518,0.15342964,1.0
0.001947403,-0.07069397,-0.1006279,0.122993514,1.0
-0.09123993,-0.021972656,-0.038402557,0.101401575,1.0
-0.11330414,0.0743866,-0.03817749,0.14081447,1.0
-0.16582108,-0.07785034,-0.043231964,0.18821877,1.0
-0.2858467,-0.1910553,0.05570221,0.34830046,1.0
-0.37405777,-0.0823822,0.022026062,0.38365504,1.0
-0.2944584,-0.018112183,0.031204224,0.29666057,1.0
-0.11578941,-0.1197052,0.07640457,0.18323258,1.0
-0.049972534,-0.057281494,0.001182556,0.07602514,1.0
-0.021369934,-0.12974548,0.043525696,0.13851011,1.0
-0.020991325,-0.08062744,0.08807373,0.121236965,1.0
-0.012145996,-0.16036987,0.08721924,0.18295687,1.0
0.014590263,-0.20680237,0.109809875,0.23460244,1.0
0.00362587,-0.20036316,0.12559891,0.23650292,1.0
-0.008004189,-0.1716919,0.088142395,0.19316122,1.0
-0.040857315,-0.12081909,0.15354538,0.1996065,1.0
0.005944252,-0.022079468,0.1207428,0.12288881,1.0
0.008519173,0.046539307,0.095264435,0.10636633,1.0
0.0599041,0.36647034,-0.06850815,0.37760082,1.0
0.05762005,0.4020691,-0.25868607,0.481558,1.0
-0.011263847,0.52186584,-0.2229805,0.5676188,1.0
-0.019944191,0.2398529,-0.07537842,0.25220844,1.0
-0.13398933,0.019882202,0.009750366,0.1358069,1.0
-0.39734745,-0.40467834,0.18414688,0.5962882,1.0
-0.21953678,-0.11392212,0.10087967,0.26711676,1.0
-0.08806038,-0.13046265,0.06962204,0.17211148,1.0
-0.061564445,-0.06707764,0.003257752,0.09110545,1.0
-0.15523624,0.16294861,-0.10099411,0.24667864,1.0
-0.025489807,0.31552124,-0.18562317,0.3669596,1.0
-0.021878242,0.15423584,-0.09361267,0.18174344,1.0
-0.19191837,0.3314972,-0.11022186,0.39858738,1.0
-0.25337315,0.092453,-0.071460724,0.27901998,1.0
-0.10248375,-0.016540527,-0.02086258,0.10588557,1.0
0.027754784,0.025802612,-0.034301758,0.05111471,1.0
0.042655945,-0.035614014,0.020080566,0.05908567,1.0
-0.013497353,0.015731812,-0.09477615,0.09701643,1.0
-0.0386343,0.058013916,0.039432526,0.08008213,1.0
-0.062360764,0.1247406,-0.053581238,0.1493989,1.0
0.009185791,0.015975952,-0.09438324,0.096165515,1.0
-0.06154442,0.031707764,-0.086177826,0.11054283,1.0
-0.049197197,-0.025146484,-0.028495789,0.06216687,1.0
-0.041298866,0.09573364,-0.003391266,0.10431696,1.0
-0.005809784,0.24937439,-0.100315094,0.2688577,1.0
-0.00518322,0.35798645,-0.109687805,0.3744497,1.0
0.1282196,0.4133911,-0.05709839,0.43656924,1.0
0.22427273,0.19288635,-0.007270813,0.2958991,1.0
0.42235184,0.11721039,-0.010261536,0.43843433,1.0
0.40684605,0.19781494,0.083465576,0.46002278,1.0
0.33546543,-0.021308899,0.06811905,0.34297425,1.0
0.16871071,0.017906189,0.09183121,0.19291684,1.0
0.3924303,0.006477356,0.087078094,0.4020275,1.0
0.35058975,0.09240723,-0.015411377,0.36289084,1.0
0.20308304,-0.10269165,0.095199585,0.24668047,1.0
0.10572052,-0.035102844,0.057167053,0.12520826,1.0
0.11901283,0.28051758,-0.1296196,0.33114257,1.0
0.21701813,0.24724579,-0.16700745,0.36894286,1.0
0.06606293,0.22567749,-0.07224274,0.24599522,1.0
-0.021091461,0.21788025,-0.01007843,0.2191306,1.0
0.018375397,-0.01424408,0.01834488,0.029615596,1.0
0.023666382,0.018760681,0.078495026,0.08410428,1.0
-0.07505226,0.019927979,0.053310394,0.094191104,1.0
-0.0983696,-0.08330536,-0.008811951,0.1292053,1.0
-0.04452324,-0.44441223,0.124549866,0.4636779,1.0
-0.047691345,-0.45386505,0.2301979,0.51113504,1.0
0.017017365,-0.07073212,0.08895874,0.11491858,1.0
0.025836945,-0.1379776,0.045158386,0.14746065,1.0
0.1267891,-0.26123047,0.03238678,0.29217416,1.0
0.17533684,-0.081954956,-0.06418228,0.20390926,1.0
0.32549667,0.053482056,-0.20161057,0.3865944,1.0
0.19944191,0.25183105,-0.22399521,0.39162457,1.0
0.19125366,0.028045654,-0.16589355,0.25472572,1.0
0.11117363,0.012588501,-0.08693695,0.14169008,1.0
0.07130051,0.028511047,-0.13834381,0.1582266,1.0
0.01930809,0.11026764,-0.17399979,0.20690016,1.0
-0.05406761,0.08644104,-0.18952942,0.2152133,1.0
-0.12483978,0.06880951,-0.12868118,0.19203793,1.0
-0.12534332,0.04168701,-0.12476349,0.18169944,1.0
-0.08501434,0.105667114,-0.18014908,0.22549206,1.0
0.033584595,0.13148499,-0.12637329,0.18543579,1.0
0.12770653,0.6242752,-0.28847885,0.69946307,1.0
0.2273941,0.044700623,-0.07910919,0.24487647,1.0
0.15766716,-0.1622467,0.16919708,0.28250766,1.0
0.10631943,-0.0945282,0.098423004,0.17299275,1.0
0.041692734,-0.015907288,0.10020447,0.109691665,1.0
0.031578064,0.045166016,-0.06663895,0.086474806,1.0
-0.028759003,-0.27748108,0.017642975,0.2795248,1.0
-0.091365814,0.091163635,-0.16760635,0.21154293,1.0
0.07598114,0.049949646,-0.14196396,0.16858786,1.0
-0.025907516,-0.10877991,-0.033485413,0.116728485,1.0
0.08013725,0.014419556,-0.09778595,0.12724777,1.0
-0.063762665,-0.13111877,-0.15213013,0.21071637,1.0
0.12856293,-0.039405823,-0.18898773,0.23194312,1.0
0.07407951,0.41364288,-0.2951393,0.51351285,1.0
-0.04188919,0.20802307,-0.123477936,0.2455099,1.0
-0.002969742,0.20549774,-0.07890701,0.22014643,1.0
0.029172897,0.387352,-0.17297363,0.42522055,1.0
0.046676636,0.6645889,-0.28692627,0.7253853,1.0
0.26306343,0.16000366,0.07021713,0.3158069,1.0
0.39902115,-0.56030273,0.45949554,0.82722014,1.0
0.43536758,-0.2685547,0.414814,0.6585873,1.0
0.2991867,-0.16680908,0.1581688,0.37730005,1.0
0.2826519,-0.08068085,0.019023895,0.2945563,1.0
0.26088142,0.053703308,-0.036930084,0.2688996,1.0
0.29208755,0.08821106,-0.06594086,0.31216106,1.0
0.15003586,-0.024208069,0.015106201,0.1527252,1.0
-0.015909195,-0.02407074,-0.1301651,0.13332464,1.0
-0.08375549,0.1240921,-0.22863007,0.27328655,1.0
-0.11256218,0.07828522,-0.104537964,0.17241521,1.0
-0.09422684,0.30608368,-0.049892426,0.32412216,1.0
-0.05271721,-0.13821411,-0.04629898,0.15500271,1.0
0.09061432,-0.0993042,0.09921646,0.16708137,1.0
0.20836449,-0.41921997,0.26888275,0.5398695,1.0
0.14511871,-0.3364563,0.20766449,0.42117316,1.0
0.016866684,-0.06993866,0.076732635,0.10518459,1.0
0.056381226,0.3486557,-0.1439476,0.3813929,1.0
0.036720276,0.33730316,-0.15405273,0.37263125,1.0
0.09673691,0.4319992,-0.12772751,0.46075553,1.0
0.05760765,0.24437714,-0.096019745,0.26880965,1.0
0.024429321,0.2595291,-0.15039444,0.30094957,1.0
0.001686096,0.17594147,-0.036426544,0.17968065,1.0
-0.05402565,0.15625,0.08810043,0.18733531,1.0
-0.07182121,0.01525116,0.22698593,0.23856549,1.0
-0.04471588,-0.052192688,0.11006546,0.1297613,1.0
-0.040382385,-0.05593109,0.14237213,0.15820508,1.0
-0.009918213,-0.14875793,-0.043331146,0.15525746,1.0
0.0800972,0.018791199,-0.20458603,0.22050875,1.0
-0.021680832,0.10699463,-0.2585144,0.28062004,1.0
-0.062446594,0.11645508,-0.19803238,0.23807181,1.0
-0.016340256,0.28877258,-0.20624161,0.35523543,1.0
0.002996445,0.090423584,-0.12063217,0.15078968,1.0
-0.051729202,-0.14833069,0.05670166,0.16701192,1.0
-0.07416916,-0.50213623,0.22788239,0.55639213,1.0
-0.07031059,-0.28325653,0.115722656,0.3139579,1.0
0.005121231,-0.07534027,-0.001056671,0.07552152,1.0
0.013217926,0.003768921,-0.05236435,0.054138187,1.0
-0.06896591,0.23271942,-0.19729233,0.3127921,1.0
-0.109228134,0.3972168,-0.20333862,0.45941108,1.0
0.048042297,0.5048294,-0.20178986,0.5457838,1.0
0.07907486,0.4659195,-0.19644547,0.51178575,1.0
0.045082092,0.62542725,-0.33128357,0.7091829,1.0
-0.035749435,0.44081116,-0.15822601,0.46971053,1.0
-0.052417755,0.4067154,-0.19516754,0.4541535,1.0
-0.09110069,0.33314514,-0.20142746,0.39982253,1.0
0.019407272,0.29258728,-0.08132553,0.30429888,1.0
-0.006612778,0.38118744,-0.1960411,0.42869535,1.0
0.070646286,0.2882843,-0.0651474,0.30387977,1.0
0.12844849,0.26205444,0.056217194,0.29720685,1.0
0.16362381,0.24731445,0.091487885,0.31033406,1.0
0.20319748,0.057609558,0.12729645,0.24660182,1.0
0.2449913,0.10861969,0.09711838,0.28504553,1.0
0.21293831,-0.12944794,0.11508179,0.27448735,1.0
