Mean_X,Std Dev_X,Energy_X,Entropy_X,Peaks_X,Mean_Y,Std Dev_Y,Energy_Y,Entropy_Y,Peaks_Y,Mean_Z,Std Dev_Z,Energy_Z,Entropy_Z,Peaks_Z,Mean_Mixed,Std Dev_Mixed,Energy_Mixed,Entropy_Mixed,Peaks_Mixed,category
0.02596680574,0.14964925363410625,2.2845225122451502,-10.26919359419391,17,0.019115143429999995,0.23674169503679335,5.585155257555459,-1.25126495062753,20,-0.003845277229999997,0.11488980539971168,1.3082456867911345,-17.827970182326215,20,0.26843776456999996,0.13947070279041124,9.131638961482146,-18.530757771072835,27,1
0.024132232040000003,0.14954713684073798,2.2723067299122186,-10.310648837655334,16,0.020331879329999997,0.23744719250996496,5.623074285564539,-1.204876577571396,20,-0.005598245099999999,0.11614106264027399,1.3385199315099603,-17.687143398988667,20,0.26970716667,0.1390233202756899,9.187616449783144,-18.42500312697953,26,1
0.021000604040000006,0.15014745406988025,2.2759840754074987,-9.992130758827619,16,0.021383820229999993,0.2379613531278602,5.651661729424672,-1.1719294701597085,20,-0.006686349359999999,0.11681834319708567,1.3554767322002943,-17.593952604552108,19,0.27078750887,0.13868977571683508,9.23683803095225,-18.255959753962394,27,1
0.019991530780000002,0.1499301291902707,2.265391450554884,-10.067565401076608,16,0.02572372498999999,0.24350673029363756,5.936428244867651,-0.9092561570474249,20,-0.00844725172,0.11788544406143571,1.3829364203967311,-17.495940672669413,19,0.27496767987,0.1413409496352283,9.53847163764411,-17.97904533783253,27,1
0.019370345480000006,0.14998155405602234,2.264473217550351,-10.03675868390753,17,0.029206848789999997,0.24633096205881805,6.092519345637656,-0.7724316614596753,21,-0.00968931715,0.11836894614853011,1.396497820502377,-17.422948163516978,18,0.27848961647,0.1404019935801997,9.707205908488922,-18.06385283727201,27,1
0.01980529726,0.14990247551322136,2.263829444289898,-10.067565401076608,17,0.03185592709,0.24629293461584723,6.106840763603254,-0.8957863802542478,21,-0.00987673323,0.11834089661084936,1.3962071991849725,-17.42294816351698,18,0.27898388037,0.1398914580461056,9.720592934022516,-18.06385283727201,27,1
0.020763472920000005,0.1503436623156408,2.280830643819422,-9.952724406028866,17,0.032966004009999994,0.2464291529029843,6.120681154686491,-0.9092561570474245,20,-0.009341988959999999,0.11830248124180671,1.394279505501711,-17.422948163516978,18,0.28018068653000006,0.13851248430728438,9.749506833030809,-18.37671565108578,26,1
0.02267297685,0.15206373668261622,2.3406210092981876,-9.600835512579492,17,0.02718750060999999,0.24497889715313542,6.015367363928158,-0.9092561570474245,20,-0.00635866686,0.11872712019364662,1.399560042301831,-17.371226454790623,18,0.27965596543,0.13811567594602245,9.709263954319178,-18.32346275078256,26,1
0.02311777055,0.15226454828885844,2.3487079054156452,-9.513646983639156,17,0.02044891421,0.24678170422970203,6.07103555394589,-0.8319177827024951,20,-0.0037501768599999996,0.12016746034539319,1.430988016708431,-17.323232227382718,18,0.28092519323000004,0.13899170042166253,9.804447004955696,-18.300542301411397,26,1
0.02068448965,0.15257855953793412,2.3475262774445147,-9.5476061574806,17,0.019462738709999997,0.2482296372195187,6.1380571464286255,-0.6777752548366571,20,-0.003309770059999999,0.12076901278662706,1.4450257482811995,-17.323232227382718,18,0.28193626763,0.1398237995403944,9.884324697386827,-18.37671565108578,25,1
