mean,std_dev,energy,entropy,num_peaks,lbp_0,lbp_1,ClassLabel
0.09458059925,0.05815289590361818,0.04930899622586461,1.0973303432146695,0.0,2,3,1
0.09606679400000001,0.0766314147337624,0.06040481053414534,-inf,0.0,2,3,1
0.0939704,0.05185092349632481,0.04607581737432691,1.1781196830512544,1.0,0,3,1
0.03983090475,0.020651806888976026,0.00805199240393252,1.2173459405839742,1.0,0,3,1
-0.001684056500000003,0.07826614869177224,0.02451370430935118,-inf,0.0,3,1,1
0.015959444499999996,0.040038722888766504,0.00743121279724806,-inf,0.0,2,3,1
0.17763116925,0.22885886505016553,0.33571684960468806,-inf,1.0,0,3,1
0.15140261500000002,0.15998222682537855,0.19406825891538043,-inf,1.0,0,3,1
0.078851865,0.23045346038167128,0.237305656063459,-inf,0.0,3,1,1
0.08885343500000001,0.3014856736083357,0.39515417720948454,-inf,0.0,3,1,1
0.0318082025,0.1250182199451858,0.06656526825817544,-inf,0.0,3,1,1
0.030257425249999997,0.17518693593530899,0.12642389722064556,-inf,0.0,3,1,1
0.021613122499999984,0.21767651096166973,0.19140076195458372,-inf,0.0,3,1,1
-0.028175042999999997,0.22180862706517834,0.19997160035436484,-inf,0.0,1,1,1
0.044840585000000016,0.39882161181560477,0.6442774244573566,-inf,1.0,0,3,1
0.09561456000000002,0.3652621950363318,0.5702344608270115,-inf,1.0,0,3,1
0.047832299,0.15769560425170465,0.10862332971174261,-inf,1.0,0,3,1
0.008632644250000002,0.08243144583217532,0.027477863234919648,-inf,1.0,0,3,1
0.12434061499999999,0.111642427861897,0.1116984809499084,-inf,0.0,3,1,1
0.102501535,0.2401393141708131,0.2726938195511388,-inf,0.0,3,1,1
0.18927405749999998,0.3998875177304322,0.7829387827164801,-inf,0.0,3,1,1
0.07867291225,0.11861634203549797,0.08103705487911378,-inf,0.0,3,1,1
0.0581394825,0.0909404284255535,0.0466014437903641,-inf,0.0,3,1,1
0.07755031475,0.05050476806344146,0.034259131659864335,1.1157876180837607,1.0,0,3,1
0.04960153875000001,0.12009343801355907,0.06753098600113722,-inf,1.0,0,3,1
0.038109515000000004,0.13683371780965053,0.0807032058525852,-inf,1.0,0,3,1
0.025588408000000003,0.13079320546165157,0.07104651687563307,-inf,1.0,0,3,1
0.004765324750000001,0.10668512029808716,0.04561769285196117,-inf,1.0,0,3,1
-0.0009589125000000059,0.11579873221710728,0.0536410635850879,-inf,0.0,1,1,1
0.00689982225,0.16560602058180474,0.1098918464000909,-inf,0.0,3,1,1
