Mean_X,Std Dev_X,Energy_X,Entropy_X,Peaks_X,Mean_Y,Std Dev_Y,Energy_Y,Entropy_Y,Peaks_Y,Mean_Mixed,Std Dev_Mixed,Energy_Mixed,Entropy_Mixed,Peaks_Mixed,category
0.02596680574,0.14964925363410625,2.2845225122451502,-10.26919359419391,17,0.019115143429999995,0.23674169503679335,5.585155257555459,-1.25126495062753,20,0.26843776456999996,0.13947070279041124,9.131638961482146,-18.530757771072835,27,1
0.024132232040000003,0.14954713684073798,2.2723067299122186,-10.310648837655334,16,0.020331879329999997,0.23744719250996496,5.623074285564539,-1.204876577571396,20,0.26970716667,0.1390233202756899,9.187616449783144,-18.42500312697953,26,1
0.021000604040000006,0.15014745406988025,2.2759840754074987,-9.992130758827619,16,0.021383820229999993,0.2379613531278602,5.651661729424672,-1.1719294701597085,20,0.27078750887,0.13868977571683508,9.23683803095225,-18.255959753962394,27,1
0.019991530780000002,0.1499301291902707,2.265391450554884,-10.067565401076608,16,0.02572372498999999,0.24350673029363756,5.936428244867651,-0.9092561570474249,20,0.27496767987,0.1413409496352283,9.53847163764411,-17.97904533783253,27,1
0.019370345480000006,0.14998155405602234,2.264473217550351,-10.03675868390753,17,0.029206848789999997,0.24633096205881805,6.092519345637656,-0.7724316614596753,21,0.27848961647,0.1404019935801997,9.707205908488922,-18.06385283727201,27,1
0.01980529726,0.14990247551322136,2.263829444289898,-10.067565401076608,17,0.03185592709,0.24629293461584723,6.106840763603254,-0.8957863802542478,21,0.27898388037,0.1398914580461056,9.720592934022516,-18.06385283727201,27,1
0.020763472920000005,0.1503436623156408,2.280830643819422,-9.952724406028866,17,0.032966004009999994,0.2464291529029843,6.120681154686491,-0.9092561570474245,20,0.28018068653000006,0.13851248430728438,9.749506833030809,-18.37671565108578,26,1
0.02267297685,0.15206373668261622,2.3406210092981876,-9.600835512579492,17,0.02718750060999999,0.24497889715313542,6.015367363928158,-0.9092561570474245,20,0.27965596543,0.13811567594602245,9.709263954319178,-18.32346275078256,26,1
0.02311777055,0.15226454828885844,2.3487079054156452,-9.513646983639156,17,0.02044891421,0.24678170422970203,6.07103555394589,-0.8319177827024951,20,0.28092519323000004,0.13899170042166253,9.804447004955696,-18.300542301411397,26,1
0.02068448965,0.15257855953793412,2.3475262774445147,-9.5476061574806,17,0.019462738709999997,0.2482296372195187,6.1380571464286255,-0.6777752548366571,20,0.28193626763,0.1398237995403944,9.884324697386827,-18.37671565108578,25,1
0.01867708145,0.15334049220411397,2.3627006855395876,-9.51226242922433,17,0.01975311331,0.24777701076582173,6.116969807884337,-0.6777752548366571,20,0.28151987173,0.13939615211004952,9.849041252973281,-18.37671565108578,26,1
0.018412551270000004,0.15336632571860281,2.36250396100507,-9.512262429224332,16,0.021812134259999998,0.24712832678369465,6.093745500089574,-0.8208245220613011,20,0.28018112741,0.1409910936076607,9.818116774865596,-17.620987600890107,26,1
0.01855857788,0.1533741772421315,2.363282267518179,-9.512262429224332,16,0.02698730516,0.24710345317493448,6.117783004506623,-0.7208794220354244,20,0.28052934041,0.14096233998643873,9.836838831237747,-17.683849624608943,26,1
0.02117483078,0.1538503174804112,2.388159444549673,-9.371785807966956,16,0.03123550456,0.24561793057796236,6.070054288830451,-0.76010252846835,21,0.27980908421,0.14099757218596545,9.797463581515206,-17.620987600890107,27,1
